fips,cases,deaths
29143.0,318,0
29145.0,396,20
29147.0,118,0
29149.0,45,0
29151.0,177,0
29155.0,856,35
29157.0,1566,0
29159.0,938,0
29161.0,53,0
29163.0,294,0
29165.0,1176,0
29167.0,35,0
29169.0,1053,41
29173.0,48,0
29175.0,314,0
29177.0,344,0
29179.0,86,0
29181.0,159,0
29183.0,18244,1026
29185.0,66,0
29186.0,284,36
29187.0,972,34
29189.0,98104,4440
29195.0,4065,0
29199.0,124,0
29201.0,1895,51
29205.0,48,0
29207.0,667,0
29209.0,122,0
29211.0,10,0
29213.0,379,44
29217.0,123,0
29219.0,708,0
29221.0,200,17
29225.0,389,0
29227.0,36,0
29229.0,359,0
29510.0,36173,1720
30001.0,38,0
30003.0,86,0
30007.0,186,0
30009.0,207,0
30013.0,609,46
30023.0,131,0
30029.0,1467,49
30031.0,6017,14
30035.0,167,0
30037.0,81,0
30041.0,48,0
30043.0,96,0
30047.0,213,0
30049.0,724,0
30051.0,42,0
30053.0,303,46
30057.0,354,43
30059.0,47,0
30063.0,1465,38
30065.0,44,0
30067.0,302,0
30073.0,50,0
30081.0,182,0
30083.0,99,0
30085.0,217,0
30093.0,519,0
30095.0,33,0
30101.0,1040,193
30107.0,18,0
30111.0,2970,37
31001.0,4524,66
31003.0,90,0
31011.0,15,0
31013.0,31,0
31019.0,2766,42
31021.0,83,0
31023.0,149,0
31025.0,215,0
31027.0,61,0
31031.0,38,0
31033.0,171,0
31035.0,227,0
31037.0,3464,6
31039.0,186,0
31041.0,757,82
31043.0,16598,46
31045.0,3,0
31047.0,10748,29
31051.0,211,0
31053.0,1985,0
31055.0,23294,455
31059.0,37,20
31061.0,122,0
31063.0,13,0
31065.0,70,0
31067.0,1125,71
31073.0,246,0
31077.0,34,0
31079.0,25858,613
31081.0,1157,148
31087.0,12,0
31089.0,9,0
31093.0,332,0
31095.0,58,0
31097.0,99,0
31099.0,161,0
31101.0,14,0
31105.0,372,0
31107.0,125,0
31109.0,7508,39
31111.0,960,57
31119.0,3112,92
31121.0,377,0
31123.0,74,0
31125.0,56,0
31127.0,54,0
31131.0,54,0
31137.0,137,0
31139.0,33,0
31141.0,3173,0
31143.0,196,0
31145.0,67,0
31151.0,3752,0
31153.0,3772,12
31155.0,318,4
31157.0,892,0
31159.0,223,21
31163.0,30,0
31167.0,148,0
31171.0,6,0
31173.0,110,0
31175.0,15,0
31177.0,944,29
31179.0,34,0
31181.0,99,0
31185.0,335,0
32001.0,93,22
32003.0,131746,6099
32005.0,654,0
32007.0,759,38
32013.0,1323,61
32015.0,166,0
32017.0,4,0
32019.0,791,0
32021.0,63,0
32023.0,1061,0
32031.0,28179,867
32033.0,91,0
32510.0,1356,22
33001.0,1278,0
33003.0,1276,0
33005.0,1200,68
33007.0,71,0
33009.0,2266,11
33011.0,29637,1109
33013.0,5067,132
33015.0,23264,663
33017.0,4460,162
33019.0,404,41
34001.0,25432,1112
34003.0,519544,32401
34005.0,78323,3394
34007.0,101449,3916
34009.0,9563,616
34011.0,19896,407
34013.0,429907,33030
34015.0,36159,1253
34017.0,449627,20839
34019.0,18796,831
34021.0,114577,6086
34023.0,354148,15813
34025.0,199893,9856
34027.0,170060,11691
34029.0,204820,11046
34031.0,369408,14168
34033.0,6772,303
34035.0,104750,7195
34037.0,28304,2812
34039.0,385275,18201
34041.0,26086,2086
35001.0,26041,1075
35003.0,47,17
35005.0,891,25
35006.0,1695,70
35007.0,135,0
35009.0,559,0
35013.0,4217,40
35015.0,404,48
35017.0,445,0
35019.0,258,0
35021.0,19,0
35025.0,285,0
35027.0,59,0
35028.0,199,0
35029.0,135,12
35031.0,25055,498
35035.0,219,0
35037.0,96,22
35039.0,568,0
35041.0,197,0
35043.0,12349,374
35045.0,17220,1090
35047.0,103,0
35049.0,3842,6
35051.0,13,0
35053.0,1183,39
35055.0,743,0
35057.0,501,5
35059.0,49,0
35061.0,1305,9
36001.0,34621,1690
36003.0,1216,7
36007.0,8802,499
36009.0,1476,17
36011.0,1485,36
36013.0,1105,46
36015.0,3543,96
36017.0,3253,12
36019.0,2237,108
36021.0,6008,521
36023.0,983,0
36025.0,2083,6
36027.0,95578,2197
36029.0,102833,6818
36031.0,978,0
36033.0,569,0
36035.0,1897,48
36037.0,4388,64
36039.0,3991,17
36041.0,153,0
36043.0,2089,56
36045.0,2113,0
36049.0,333,0
36051.0,2155,66
36053.0,5583,94
36055.0,47437,2891
36057.0,1653,44
36059.0,1219120,62301
36063.0,13011,427
36065.0,13554,372
36067.0,27530,1073
36069.0,3047,108
36071.0,276850,7085
36073.0,2399,146
36075.0,2122,14
36077.0,2130,158
36079.0,29488,1367
36083.0,8720,518
36087.0,396493,10790
36089.0,5123,48
36091.0,11917,85
36093.0,14351,713
36095.0,1114,0
36097.0,248,0
36099.0,1066,24
36101.0,6672,325
36103.0,1111964,36402
36105.0,25323,418
36107.0,2091,146
36109.0,5110,60
36111.0,38422,322
36113.0,4610,301
36115.0,3896,67
36117.0,2368,6
36119.0,1029949,33545
36121.0,1936,95
36123.0,439,34
37001.0,2980,41
37003.0,165,0
37005.0,138,0
37007.0,743,0
37009.0,165,0
37013.0,665,0
37015.0,1207,54
37017.0,555,6
37019.0,1630,91
37021.0,2243,119
37023.0,3058,241
37025.0,8803,296
37027.0,1080,0
37029.0,25,0
37031.0,1003,76
37033.0,602,4
37035.0,1857,40
37037.0,7864,171
37039.0,606,42
37041.0,202,0
37043.0,173,0
37045.0,1596,47
37047.0,3368,212
37049.0,1390,100
37051.0,6725,179
37053.0,148,0
37055.0,410,33
37057.0,4973,169
37059.0,1050,78
37061.0,2641,22
37063.0,20711,457
37065.0,2582,95
37067.0,7351,168
37069.0,2954,403
37071.0,4576,118
37073.0,226,0
37075.0,22,0
37077.0,4578,152
37079.0,643,3
37081.0,11257,727
37083.0,1633,25
37085.0,4171,217
37087.0,274,0
37089.0,5297,484
37091.0,844,37
37093.0,2015,0
37095.0,13,0
37097.0,3786,108
37099.0,285,7
37101.0,4913,390
37103.0,387,51
37105.0,3677,10
37107.0,1744,64
37109.0,911,0
37111.0,816,17
37113.0,85,35
37115.0,17,0
37117.0,513,8
37119.0,54953,1270
37121.0,165,0
37123.0,927,51
37125.0,2687,82
37127.0,2626,64
37129.0,2787,68
37131.0,3023,97
37133.0,1484,50
37135.0,7150,406
37137.0,241,0
37139.0,1202,31
37141.0,426,7
37143.0,355,17
37145.0,641,13
37147.0,3981,51
37149.0,604,0
37151.0,5295,103
37153.0,1260,56
37155.0,4208,83
37157.0,811,73
37159.0,10663,551
37161.0,3416,146
37163.0,1838,7
37165.0,701,0
37167.0,862,101
37169.0,377,0
37171.0,588,10
37173.0,54,0
37175.0,287,0
37177.0,109,0
37179.0,7276,260
37181.0,2411,146
37183.0,26804,375
37185.0,302,0
37187.0,738,73
37189.0,373,0
37191.0,16217,237
37193.0,1900,40
37195.0,4713,185
37197.0,680,27
37199.0,43,0
38003.0,131,0
38005.0,10,0
38011.0,35,0
38013.0,115,0
38015.0,2947,0
38017.0,13647,372
38023.0,45,0
38025.0,287,0
38027.0,40,0
38029.0,37,35
38031.0,48,0
38035.0,5575,10
38037.0,43,0
38049.0,50,43
38051.0,47,0
38053.0,391,0
38055.0,137,0
38057.0,22,0
38059.0,1084,72
38061.0,1168,0
38063.0,23,0
38065.0,43,0
38067.0,57,0
38069.0,109,0
38071.0,167,0
38073.0,25,0
38075.0,11,0
38077.0,190,0
38079.0,39,0
38081.0,43,0
38085.0,46,0
38087.0,110,0
38089.0,1703,65
38093.0,184,0
38097.0,5,0
38099.0,190,0
38101.0,912,30
38103.0,37,0
38105.0,393,0
39001.0,143,0
39003.0,3270,526
39005.0,281,0
39007.0,3475,316
39009.0,153,43
39011.0,963,78
39013.0,4144,175
39015.0,366,42
39017.0,8857,188
39019.0,679,18
39021.0,410,31
39023.0,1567,38
39025.0,2843,75
39027.0,949,1
39029.0,7433,663
39031.0,663,0
39033.0,1435,9
39035.0,71765,2955
39037.0,2458,418
39039.0,668,19
39041.0,5526,116
39043.0,1550,96
39045.0,4377,58
39047.0,524,0
39049.0,74856,1934
39051.0,657,0
39053.0,231,49
39055.0,4607,342
39057.0,1497,110
39059.0,462,0
39061.0,37100,1864
39063.0,1150,32
39065.0,643,0
39067.0,103,0
39069.0,137,0
39071.0,334,8
39073.0,361,20
39075.0,173,22
39077.0,901,44
39079.0,145,0
39081.0,1334,26
39083.0,549,40
39085.0,5877,257
39087.0,772,0
39089.0,4186,166
39091.0,556,0
39093.0,13434,782
39095.0,37429,2634
39097.0,1745,113
39099.0,26762,2394
39101.0,53859,144
39103.0,5934,433
39105.0,71,0
39107.0,907,38
39109.0,5771,871
39111.0,126,0
39113.0,9680,299
39115.0,124,0
39117.0,1354,15
39119.0,480,0
39121.0,131,0
39123.0,1071,17
39125.0,223,0
39127.0,385,7
39129.0,40002,351
39131.0,94,0
39133.0,7600,1087
39135.0,795,34
39137.0,1374,165
39139.0,2540,45
39141.0,1142,21
39143.0,862,125
39145.0,267,0
39147.0,454,42
39149.0,1064,17
39151.0,10946,1256
39153.0,19185,1406
39155.0,10105,833
39157.0,2723,6
39159.0,676,0
39161.0,109,0
39163.0,107,0
39165.0,4744,281
39167.0,2729,296
39169.0,3804,709
39171.0,773,27
39173.0,4592,528
39175.0,703,64
40001.0,1851,96
40003.0,29,0
40005.0,40,0
40007.0,222,0
40009.0,127,0
40011.0,17,0
40013.0,260,21
40015.0,1863,160
40017.0,3152,100
40019.0,100,15
40021.0,920,35
40023.0,112,0
40025.0,21,0
40027.0,13885,928
40031.0,2960,32
40033.0,189,23
40035.0,344,0
40037.0,2762,181
40039.0,370,0
40041.0,2736,279
40043.0,62,0
40047.0,485,32
40049.0,519,13
40051.0,1018,39
40053.0,70,0
40055.0,2074,193
40059.0,24,0
40061.0,99,0
40065.0,455,1
40067.0,61,0
40069.0,82,0
40071.0,1890,193
40073.0,246,0
40075.0,130,0
40077.0,179,38
40079.0,295,4
40081.0,482,17
40083.0,477,13
40085.0,88,0
40087.0,1565,24
40089.0,240,0
40091.0,67,0
40093.0,92,28
40095.0,59,0
40097.0,745,116
40099.0,43,0
40101.0,1036,150
40103.0,272,0
40105.0,626,0
40107.0,32,0
40109.0,25257,1046
40111.0,590,0
40113.0,2534,276
40115.0,1042,18
40117.0,1185,83
40119.0,1536,17
40121.0,847,51
40123.0,403,39
40125.0,1451,122
40127.0,15,0
40131.0,1670,90
40133.0,373,48
40135.0,427,96
40137.0,707,40
40139.0,3944,46
40141.0,185,0
40143.0,18578,994
40145.0,3950,402
40147.0,7064,479
40151.0,69,0
40153.0,41,0
41001.0,6,0
41003.0,1241,152
41005.0,7251,230
41007.0,379,0
41009.0,489,0
41011.0,405,0
41013.0,39,0
41015.0,129,0
41017.0,2812,0
41019.0,850,0
41023.0,53,0
41025.0,14,0
41027.0,245,0
41029.0,1964,0
41031.0,255,0
41033.0,822,31
41035.0,1257,0
41039.0,1906,73
41041.0,199,0
41043.0,3182,231
41045.0,268,0
41047.0,16799,573
41049.0,247,0
41051.0,22482,1242
41053.0,1732,65
41055.0,37,0
41057.0,220,0
41059.0,1498,11
41061.0,164,0
41063.0,43,0
41065.0,463,16
41067.0,18279,379
41071.0,1516,243
42001.0,3782,87
42003.0,44490,2423
42005.0,1503,66
42007.0,11779,1587
42009.0,632,31
42011.0,75970,2941
42013.0,683,0
42015.0,1027,107
42017.0,88619,5609
42019.0,6431,204
42021.0,855,56
42023.0,52,0
42025.0,5469,366
42027.0,3334,46
42029.0,41469,2797
42031.0,702,24
42033.0,530,0
42035.0,714,0
42037.0,7820,348
42039.0,653,0
42041.0,9318,434
42043.0,17168,600
42045.0,112188,5976
42047.0,101,5
42049.0,2656,52
42051.0,2642,121
42053.0,238,0
42055.0,7795,218
42057.0,128,1
42059.0,963,9
42061.0,1427,0
42063.0,2012,109
42065.0,132,0
42067.0,2420,13
42069.0,27270,2158
42071.0,51851,4518
42073.0,2211,204
42075.0,19414,257
42077.0,89280,2031
42079.0,69706,2203
42081.0,2063,57
42083.0,167,5
42085.0,2125,29
42087.0,1004,0
42089.0,38916,1583
42091.0,131245,8962
42093.0,1738,0
42095.0,63614,2392
42097.0,2773,0
42099.0,887,39
42101.0,425404,16426
42103.0,12036,429
42105.0,167,0
42107.0,11093,212
42109.0,999,42
42111.0,782,10
42113.0,38,0
42115.0,2246,187
42117.0,521,52
42119.0,1052,7
42121.0,250,0
42123.0,50,21
42125.0,3759,62
42127.0,3287,107
42129.0,12206,800
42131.0,644,45
42133.0,19805,329
44001.0,3578,1
44003.0,16478,270
44005.0,4530,36
44007.0,157812,3813
44009.0,9050,300
45001.0,826,0
45003.0,3046,160
45005.0,354,30
45007.0,5553,236
45009.0,353,0
45011.0,524,0
45013.0,9551,327
45015.0,5369,243
45017.0,263,42
45019.0,16662,200
45021.0,494,0
45023.0,1004,0
45025.0,1639,12
45027.0,6019,463
45029.0,922,81
45031.0,3532,35
45033.0,1365,0
45035.0,3341,62
45037.0,793,32
45039.0,1468,47
45041.0,8029,445
45043.0,1482,78
45045.0,21957,796
45047.0,1475,0
45049.0,677,1
45051.0,7301,482
45053.0,671,23
45055.0,9240,320
45057.0,3202,92
45059.0,1003,44
45061.0,1969,203
45063.0,11926,450
45065.0,195,35
45067.0,885,57
45069.0,1240,8
45071.0,827,34
45073.0,814,0
45075.0,2418,28
45077.0,1777,13
45079.0,28798,920
45081.0,1266,0
45083.0,9074,269
45085.0,7847,296
45087.0,908,0
45089.0,1978,48
45091.0,6931,124
46003.0,48,0
46005.0,1037,73
46009.0,162,0
46011.0,391,0
46013.0,1497,0
46017.0,14,0
46023.0,176,0
46025.0,48,0
46027.0,237,0
46029.0,544,0
46031.0,33,0
46035.0,230,63
46037.0,98,0
46039.0,45,0
46043.0,15,0
46047.0,53,0
46049.0,46,0
46051.0,14,0
46057.0,71,0
46059.0,16,0
46065.0,305,0
46067.0,106,0
46069.0,29,0
46073.0,158,18
46079.0,122,0
46081.0,384,0
46083.0,4054,0
46085.0,98,0
46087.0,156,33
46089.0,17,0
46091.0,43,0
46093.0,60,0
46097.0,32,0
46099.0,55565,337
46101.0,136,0
46102.0,35,0
46103.0,487,0
46109.0,239,0
46111.0,87,0
46115.0,118,0
46117.0,114,0
46119.0,30,0
46121.0,101,0
46125.0,417,0
46127.0,659,0
46129.0,140,0
46135.0,950,0
46137.0,6,0
47001.0,867,34
47003.0,4319,69
47005.0,220,19
47007.0,11360,0
47009.0,2172,105
47011.0,1729,28
47013.0,535,27
47015.0,390,0
47017.0,608,22
47019.0,341,27
47021.0,1375,0
47023.0,354,0
47025.0,197,0
47027.0,166,0
47029.0,438,0
47031.0,1011,0
47033.0,169,0
47035.0,2409,14
47037.0,88243,872
47039.0,123,0
47041.0,574,0
47043.0,2242,0
47045.0,1093,0
47047.0,1933,27
47049.0,145,0
47051.0,1105,39
47053.0,1320,20
47055.0,232,0
47057.0,184,0
47059.0,1431,69
47061.0,975,28
47063.0,498,52
47065.0,5791,471
47069.0,871,0
47071.0,181,0
47073.0,1025,70
47075.0,631,32
47077.0,196,0
47079.0,390,0
47081.0,859,0
47083.0,174,0
47085.0,288,17
47087.0,248,0
47089.0,738,2
47091.0,122,0
47093.0,8226,161
47095.0,1053,0
47097.0,608,0
47099.0,567,0
47101.0,95,0
47103.0,437,0
47105.0,1057,0
47107.0,1656,35
47109.0,367,0
47111.0,1366,95
47113.0,3725,23
47115.0,1068,41
47117.0,664,32
47119.0,1578,29
47121.0,274,0
47123.0,619,26
47125.0,4782,72
47127.0,71,0
47129.0,229,0
47131.0,400,40
47133.0,296,0
47135.0,308,0
47137.0,2,0
47139.0,269,0
47141.0,4558,111
47143.0,108,0
47145.0,290,0
47147.0,5162,0
47149.0,15664,316
47151.0,397,0
47153.0,145,0
47155.0,1493,32
47157.0,79952,1577
47159.0,588,27
47161.0,204,0
47163.0,1786,40
47165.0,21987,1156
47167.0,3695,14
47169.0,15403,48
47171.0,60,0
47173.0,111,0
47175.0,46,0
47177.0,221,0
47179.0,1941,0
47181.0,110,0
47183.0,513,0
47185.0,266,0
47187.0,15448,255
47189.0,8016,98
48001.0,647,0
48003.0,628,0
48005.0,1580,0
48007.0,70,0
48011.0,45,0
48013.0,521,24
48015.0,448,0
48017.0,15,0
48019.0,147,0
48021.0,2204,61
48025.0,162,0
48027.0,5891,116
48029.0,46322,1526
48031.0,196,0
48035.0,92,0
48037.0,2941,257
48039.0,15677,164
48041.0,7144,548
48043.0,11,0
48045.0,10,0
48047.0,20,0
48049.0,827,87
48051.0,374,0
48053.0,527,0
48055.0,464,0
48057.0,938,58
48059.0,68,5
48061.0,12095,394
48063.0,198,0
48065.0,46,0
48067.0,479,66
48069.0,597,38
48071.0,1419,0
48073.0,445,28
48075.0,25,0
48077.0,115,0
48079.0,19,0
48081.0,7,0
48083.0,15,0
48085.0,24889,587
48087.0,13,0
48089.0,342,0
48091.0,1863,215
48093.0,111,12
48095.0,32,0
48097.0,177,0
48099.0,3723,39
48101.0,38,3
48103.0,95,0
48107.0,53,27
48111.0,216,16
48113.0,119311,2921
48115.0,637,33
48117.0,853,0
48119.0,34,0
48121.0,26284,674
48123.0,505,21
48125.0,36,0
48127.0,31,0
48129.0,820,0
48131.0,61,0
48133.0,141,0
48135.0,2494,113
48139.0,4576,189
48141.0,25884,477
48143.0,455,39
48145.0,107,0
48147.0,471,6
48149.0,647,18
48153.0,87,0
48157.0,33857,773
48159.0,60,0
48161.0,116,0
48163.0,251,0
48165.0,84,0
48167.0,19593,691
48169.0,32,0
48171.0,96,0
48173.0,12,0
48175.0,206,0
48177.0,506,31
48179.0,1306,0
48181.0,1235,0
48183.0,2444,0
48185.0,589,26
48187.0,2565,0
48189.0,730,104
48193.0,148,0
48195.0,155,15
48199.0,3193,99
48201.0,200753,3423
48203.0,2852,122
48205.0,105,13
48209.0,5400,33
48211.0,38,0
48213.0,724,0
48215.0,10371,144
48217.0,478,26
48219.0,700,39
48221.0,666,93
48223.0,197,0
48225.0,139,0
48227.0,100,31
48231.0,1304,66
48233.0,370,0
48237.0,115,0
48239.0,281,0
48241.0,412,33
48245.0,8436,516
48247.0,47,0
48249.0,119,0
48251.0,2527,71
48253.0,1023,0
48255.0,119,0
48257.0,2274,12
48259.0,600,0
48265.0,169,0
48267.0,4,0
48273.0,244,29
48275.0,35,0
48277.0,1166,8
48279.0,107,0
48281.0,134,0
48283.0,29,0
48285.0,192,17
48287.0,90,0
48289.0,194,0
48291.0,1280,8
48293.0,426,38
48295.0,27,0
48297.0,160,0
48299.0,138,0
48303.0,16755,1224
48305.0,192,21
48307.0,96,0
48309.0,3483,131
48313.0,61,0
48315.0,259,0
48317.0,89,7
48319.0,349,0
48321.0,2335,146
48323.0,600,0
48325.0,646,59
48329.0,2438,188
48331.0,471,18
48335.0,35,0
48337.0,203,21
48339.0,17745,353
48341.0,7868,100
48343.0,202,0
48345.0,29,0
48347.0,4130,201
48349.0,882,77
48351.0,84,0
48353.0,28,0
48355.0,3784,55
48357.0,361,17
48359.0,131,48
48361.0,2152,20
48363.0,233,37
48365.0,2517,129
48367.0,939,0
48369.0,199,0
48371.0,252,0
48373.0,683,0
48375.0,15280,228
48379.0,59,0
48381.0,6388,96
48387.0,47,0
48389.0,4,0
48391.0,8,0
48393.0,52,0
48395.0,123,0
48397.0,1997,40
48399.0,24,0
48401.0,1065,25
48403.0,38,0
48405.0,535,39
48407.0,311,0
48409.0,416,0
48415.0,64,0
48417.0,5,0
48419.0,2982,50
48421.0,358,0
48423.0,5115,119
48427.0,335,0
48429.0,32,0
48437.0,246,0
48439.0,66580,1934
48441.0,7511,118
48445.0,381,0
48449.0,507,0
48451.0,1641,32
48453.0,51200,1224
48455.0,250,0
48457.0,193,0
48459.0,438,0
48463.0,269,0
48465.0,486,0
48467.0,496,44
48469.0,4034,80
48471.0,5665,38
48473.0,963,0
48477.0,3405,324
48479.0,11420,468
48481.0,1277,0
48483.0,159,0
48485.0,2596,51
48487.0,34,0
48489.0,382,38
48491.0,8575,256
48493.0,870,66
48495.0,84,0
48497.0,541,51
48499.0,276,0
48501.0,31,0
48503.0,155,27
48505.0,197,0
48507.0,28,0
49003.0,659,22
49005.0,1557,0
49007.0,172,0
49011.0,10258,90
49013.0,182,0
49015.0,139,0
49017.0,75,0
49019.0,76,0
49021.0,789,0
49023.0,177,0
49025.0,110,0
49027.0,171,0
49029.0,283,0
49031.0,5,0
49035.0,76334,778
49037.0,1903,53
49039.0,115,0
49041.0,151,0
49043.0,14607,0
49045.0,1948,0
49047.0,214,0
49049.0,26675,198
49051.0,5308,31
49053.0,2309,0
49057.0,5109,61
50001.0,2378,54
50003.0,1713,34
50005.0,449,0
50007.0,16020,1025
50009.0,59,0
50011.0,3217,142
50013.0,110,0
50015.0,992,34
50017.0,285,0
50019.0,384,0
50021.0,1679,26
50023.0,1316,26
50025.0,2452,72
50027.0,1584,88
51001.0,6701,99
51003.0,2959,77
51005.0,182,0
51007.0,516,21
51009.0,443,4
51011.0,461,0
51013.0,28373,995
51015.0,1208,19
51019.0,884,5
51023.0,978,63
51025.0,406,0
51027.0,406,0
51029.0,2696,4
51031.0,375,0
51033.0,713,15
51035.0,336,0
51036.0,469,21
51037.0,255,0
51041.0,15798,466
51043.0,285,0
51045.0,89,0
51047.0,3805,57
51049.0,361,0
51053.0,458,0
51057.0,237,0
51059.0,102943,3567
51061.0,2959,52
51063.0,57,0
51065.0,2164,114
51067.0,723,0
51069.0,3568,18
51071.0,142,0
51073.0,871,21
51075.0,2215,92
51077.0,66,0
51079.0,328,21
51081.0,981,123
51083.0,475,0
51085.0,3499,225
51087.0,25827,2754
51089.0,477,21
51091.0,34,0
51093.0,2861,48
51095.0,6478,377
51097.0,93,0
51099.0,925,82
51101.0,186,13
51103.0,90,0
51105.0,298,0
51107.0,23120,414
51109.0,1435,0
51111.0,126,0
51113.0,456,8
51115.0,142,0
51117.0,2861,176
51119.0,164,0
51121.0,1642,17
51125.0,254,0
51127.0,729,24
51131.0,1842,27
51133.0,256,5
51135.0,334,0
51137.0,945,0
51139.0,2019,77
51141.0,49,0
51143.0,359,21
51145.0,391,0
51147.0,1211,52
51149.0,1208,0
51153.0,46072,631
51155.0,263,0
51157.0,107,0
51159.0,2854,16
51161.0,1307,0
51163.0,216,0
51165.0,6039,23
51167.0,107,0
51169.0,171,25
51171.0,3217,62
51173.0,422,0
51175.0,2383,21
51177.0,4306,73
51179.0,7174,51
51181.0,145,21
51183.0,764,21
51185.0,188,0
51187.0,1452,3
51191.0,1133,63
51193.0,634,0
51195.0,616,31
51197.0,358,21
51199.0,1661,39
51510.0,21085,513
51520.0,57,0
51530.0,197,0
51540.0,1863,56
51550.0,7552,187
51570.0,1273,95
51580.0,3,0
51590.0,1113,21
51595.0,725,46
51600.0,683,45
51610.0,671,57
51620.0,548,11
51630.0,980,0
51640.0,354,0
51650.0,3662,49
51660.0,11288,283
51670.0,809,0
51678.0,137,0
51680.0,1714,21
51683.0,5827,32
51685.0,1763,29
51700.0,4149,198
51710.0,6186,97
51720.0,42,0
51730.0,1004,42
51735.0,240,0
51740.0,4163,172
51750.0,84,0
51760.0,10914,397
51770.0,1682,5
51775.0,479,0
51790.0,299,0
51800.0,4516,238
51810.0,12993,328
51820.0,380,0
51830.0,852,62
51840.0,1279,0
53001.0,1670,0
53003.0,475,36
53005.0,15559,1425
53007.0,3503,244
53009.0,635,0
53011.0,12223,751
53013.0,61,0
53015.0,1575,0
53017.0,2178,35
53019.0,48,0
53021.0,9623,248
53025.0,6275,71
53027.0,444,0
53029.0,7381,332
53031.0,1249,0
53033.0,238197,16552
53035.0,6006,63
53037.0,708,0
53039.0,688,97
53041.0,1001,91
53043.0,89,0
53045.0,890,16
53047.0,719,26
53049.0,115,0
53051.0,65,0
53053.0,50918,1502
53055.0,554,0
53057.0,11743,378
53059.0,113,0
53061.0,100599,3844
53063.0,13637,747
53065.0,339,29
53067.0,4123,38
53069.0,80,0
53071.0,2046,6
53073.0,12117,1056
53075.0,628,0
53077.0,38940,1460
54001.0,186,19
54003.0,4849,50
54005.0,116,0
54007.0,51,0
54009.0,100,0
54011.0,1274,0
54013.0,16,0
54015.0,10,0
54019.0,392,0
54021.0,58,0
54023.0,46,0
54025.0,177,0
54027.0,220,23
54029.0,346,0
54031.0,206,0
54033.0,1213,36
54035.0,3375,288
54037.0,2500,14
54039.0,5093,150
54041.0,102,0
54043.0,53,0
54045.0,404,30
54047.0,197,0
54049.0,1557,72
54051.0,454,0
54053.0,409,0
54055.0,358,0
54057.0,430,0
54059.0,57,27
54061.0,3751,144
54063.0,135,0
54065.0,347,0
54067.0,172,1
54069.0,1049,29
54071.0,96,0
54073.0,68,0
54075.0,29,0
54077.0,406,0
54079.0,725,1
54081.0,304,0
54083.0,159,0
54085.0,9,0
54087.0,170,0
54089.0,31,0
54091.0,196,0
54093.0,179,0
54095.0,99,0
54097.0,145,0
54099.0,2403,151
54103.0,129,0
54105.0,94,0
54107.0,1182,47
54109.0,35,0
55001.0,130,28
55003.0,72,0
55005.0,245,0
55007.0,141,24
55009.0,26498,157
55011.0,151,37
55015.0,460,2
55017.0,878,0
55019.0,620,66
55021.0,1151,36
55023.0,192,0
55025.0,16644,695
55027.0,1172,28
55029.0,430,51
55031.0,383,0
55033.0,391,0
55035.0,1209,0
55037.0,73,0
55039.0,2855,124
55041.0,11,0
55043.0,1071,130
55045.0,548,0
55047.0,80,0
55049.0,273,0
55051.0,77,46
55053.0,410,29
55055.0,1390,6
55057.0,474,30
55059.0,13081,281
55061.0,416,28
55063.0,1196,0
55065.0,170,0
55069.0,11,0
55071.0,334,16
55073.0,674,31
55075.0,288,27
55077.0,113,24
55078.0,46,0
55079.0,99988,5469
55081.0,457,14
55083.0,365,0
55085.0,235,0
55087.0,1993,73
55089.0,3535,381
55093.0,401,0
55095.0,123,0
55097.0,192,0
55099.0,31,0
55101.0,10866,347
55103.0,349,40
55105.0,5823,210
55107.0,137,0
55109.0,588,0
55111.0,1709,117
55113.0,85,0
55115.0,356,0
55117.0,1819,76
55121.0,84,0
55123.0,30,0
55125.0,173,0
55127.0,4479,199
55129.0,28,0
55131.0,3725,140
55133.0,11760,514
55135.0,252,45
55137.0,83,0
55139.0,2011,36
55141.0,106,0
56001.0,260,0
56003.0,74,0
56005.0,748,0
56007.0,203,0
56009.0,616,0
56011.0,154,0
56013.0,3652,84
56015.0,157,0
56017.0,124,0
56019.0,564,29
56021.0,4553,27
56023.0,320,0
56025.0,1764,0
56027.0,64,0
56029.0,56,0
56033.0,695,0
56035.0,110,0
56037.0,566,0
56039.0,3380,19
56041.0,232,0
56043.0,259,0
