FIPS,%_african_american,%_natamer_alaskan,%_asian,%_hawaii_pacisl,%_hisp,%_nonhisp_white
29115,0.8,0.3,0.2,0.0,2.2,95.3
29117,3.4,0.5,0.6,0.0,1.7,92.5
29119,1.8,3.1,1.3,2.0,11.7,77.8
29121,2.3,0.3,0.5,0.1,1.2,94.0
29123,0.4,0.5,1.4,0.0,2.6,94.4
29125,0.7,0.7,0.5,0.0,1.3,95.3
29127,4.9,0.2,0.8,0.1,1.6,90.3
29129,0.3,0.5,0.7,0.0,2.0,95.4
29131,0.5,0.6,0.4,0.2,1.9,95.0
29133,24.7,0.3,0.3,0.0,2.0,71.7
29135,4.0,0.4,0.4,0.0,4.6,89.5
29137,2.7,0.5,0.4,0.0,1.8,92.9
29139,1.6,0.4,0.5,0.0,1.8,94.4
29141,0.8,0.8,0.5,0.0,2.1,94.3
29143,15.8,0.3,0.4,0.1,1.8,80.0
29145,0.9,2.5,1.4,1.0,5.2,86.5
29147,2.8,0.3,1.6,0.0,1.6,92.6
29149,0.3,1.5,0.3,0.1,1.9,93.9
29151,0.4,0.3,0.2,0.1,0.8,97.7
29153,0.2,1.0,0.2,0.0,1.8,95.2
29155,26.4,0.5,0.4,0.1,2.5,68.9
29157,0.5,0.5,0.6,0.1,2.2,95.4
29159,3.0,0.7,0.7,0.3,8.9,85.1
29161,2.3,0.8,3.5,0.1,2.5,88.8
29163,7.7,0.3,0.3,0.0,2.2,88.1
29165,6.5,0.6,2.8,0.5,6.0,81.6
29167,0.9,0.7,0.8,0.0,2.5,93.8
29169,11.5,1.1,3.2,0.8,10.8,69.3
29171,0.2,0.2,0.7,0.1,1.8,95.9
29173,1.3,0.3,0.2,0.1,1.3,95.6
29175,5.7,0.5,0.7,0.0,2.1,88.9
29177,1.2,0.7,0.4,0.1,2.5,93.8
29179,1.0,1.0,0.2,0.0,1.4,94.1
29181,0.6,1.0,0.4,0.0,1.4,95.2
29183,4.7,0.2,2.6,0.1,3.2,87.5
29185,0.6,0.9,0.3,0.0,2.3,94.4
29186,0.8,0.3,0.3,2.3,1.1,94.1
29187,4.5,0.4,0.4,0.1,1.5,92.0
29189,24.2,0.2,4.2,0.0,2.8,66.6
29195,5.0,0.8,0.9,1.1,9.8,80.7
29197,0.2,0.2,0.4,0.0,1.2,97.1
29199,0.1,0.4,0.2,0.0,1.0,97.4
29201,11.6,0.4,0.5,0.0,2.2,83.7
29203,0.4,1.2,0.2,0.1,1.7,94.0
29205,0.9,0.4,0.2,0.0,2.0,95.3
29207,1.1,0.5,0.3,0.0,1.7,95.6
29209,0.4,0.7,0.4,0.0,2.2,95.0
29211,2.7,0.9,0.6,0.4,18.0,77.6
29213,1.3,1.0,0.9,0.1,5.6,89.4
29215,3.6,0.9,0.3,0.1,2.0,91.2
29217,0.8,0.9,0.7,0.1,2.3,93.9
29219,2.3,0.5,0.5,0.0,3.3,91.7
29221,2.3,0.5,0.3,0.0,1.3,94.5
29223,0.6,0.5,0.3,0.0,1.8,95.2
29225,1.1,0.8,0.3,0.0,2.0,94.4
29227,0.9,0.3,0.2,0.0,1.3,96.6
29229,0.6,0.7,0.4,0.1,1.8,95.2
29510,46.7,0.3,3.3,0.0,4.0,43.6
30001,0.3,1.9,0.4,0.4,4.1,91.3
30003,0.4,66.4,0.5,0.0,5.5,27.2
30005,0.2,49.1,0.3,0.0,2.6,46.5
30007,0.3,1.6,0.2,0.2,2.8,93.4
30009,0.5,1.3,0.4,0.0,2.6,94.2
30011,0.1,1.1,0.1,0.0,0.9,96.8
30013,1.4,4.7,1.0,0.1,4.3,85.7
30015,0.2,19.9,0.4,0.1,2.4,76.4
30017,0.4,2.2,0.5,0.1,3.1,92.2
30019,0.2,2.8,0.2,0.0,2.6,92.5
30021,0.5,2.1,0.5,0.1,3.1,92.3
30023,0.5,3.8,0.6,0.1,3.0,90.6
30025,0.2,0.7,0.6,0.2,2.0,95.0
30027,0.2,1.6,0.3,0.0,2.3,94.1
30029,0.3,1.3,0.7,0.1,2.6,93.1
30031,0.4,1.0,1.4,0.1,3.4,92.1
30033,0.3,0.4,0.1,0.0,1.3,96.9
30035,0.2,64.0,0.4,0.0,2.9,31.3
30037,0.0,1.3,0.6,0.0,4.0,91.3
30039,0.7,0.8,0.2,0.0,2.3,94.2
30041,0.5,23.0,0.6,0.1,3.5,70.5
30043,0.3,1.8,0.5,0.0,2.4,93.0
30045,0.1,0.8,0.2,0.0,1.6,96.4
30047,0.4,24.6,0.6,0.1,4.2,65.2
30049,0.5,2.2,0.7,0.1,3.2,91.5
30051,0.3,1.0,0.2,0.0,1.1,96.3
30053,0.3,1.2,0.4,0.1,2.8,93.0
30055,0.5,1.4,0.2,0.1,1.6,94.6
30057,0.4,0.8,0.5,0.0,3.0,93.8
30059,0.2,0.9,0.5,0.0,2.1,95.0
30061,0.5,1.8,0.7,0.0,3.1,91.4
30063,0.5,2.8,1.5,0.1,3.1,89.7
30065,0.6,1.8,0.9,0.0,3.1,92.0
30067,0.3,1.2,0.4,0.0,2.9,93.5
30069,0.0,1.0,0.0,0.0,1.2,96.9
30071,0.1,9.2,0.4,0.0,2.2,84.5
30073,0.4,13.9,0.2,0.0,1.9,81.9
30075,0.2,2.0,0.2,0.0,2.0,93.7
30077,1.2,4.9,0.5,0.0,2.3,89.8
30079,0.2,0.6,1.2,0.0,2.9,90.8
30081,0.3,1.2,0.7,0.1,3.4,93.1
30083,0.6,2.3,0.6,0.0,5.7,88.7
30085,0.3,58.9,0.5,0.0,3.5,35.3
30087,0.2,38.2,0.9,0.0,5.0,55.8
30089,0.2,4.2,0.5,0.0,2.9,90.2
30091,0.5,2.0,0.4,0.0,2.7,92.4
30093,0.7,2.3,0.8,0.1,4.2,90.7
30095,0.2,1.1,0.7,0.1,3.7,93.2
30097,0.3,0.9,0.4,0.0,2.1,94.6
30099,0.2,1.7,0.2,0.0,1.6,94.0
30101,1.0,5.0,0.6,0.0,3.9,87.7
30103,0.3,2.5,0.9,0.3,3.0,91.8
30105,0.4,9.6,0.8,0.1,2.6,84.7
30107,0.4,1.1,0.5,0.0,2.2,92.7
30109,0.0,0.7,0.5,0.1,3.7,94.1
30111,0.6,4.6,0.7,0.1,5.5,86.8
31001,0.8,1.0,1.6,0.1,9.4,86.7
31003,0.3,0.3,0.6,0.0,3.4,94.9
31005,0.0,0.4,0.2,0.0,4.5,93.8
31007,1.3,0.3,0.0,0.0,5.5,92.4
31009,0.2,0.2,0.0,0.0,1.7,96.3
31011,0.5,0.2,0.2,0.0,2.0,96.6
31013,0.7,4.5,0.5,0.1,12.3,81.8
31015,0.1,1.3,0.9,0.1,2.2,95.3
31017,0.3,0.7,0.2,0.0,1.5,96.0
31019,1.1,0.5,1.7,0.1,9.0,87.0
31021,0.5,2.2,0.3,0.1,2.6,93.7
31023,0.5,0.3,0.5,0.0,3.2,94.9
31025,0.6,0.6,0.5,0.1,3.0,94.1
31027,0.1,0.4,0.1,0.0,1.9,96.7
31029,0.2,0.3,0.2,0.0,13.0,85.9
31031,0.3,5.9,0.3,0.0,2.9,88.5
31033,0.5,1.0,1.2,0.1,6.6,89.9
31035,0.4,1.4,0.3,0.3,9.2,88.9
31037,3.1,3.4,1.2,0.5,45.0,50.4
31039,0.2,0.6,0.5,0.1,10.2,88.0
31041,0.5,0.5,0.3,0.0,3.1,94.8
31043,4.1,4.1,3.5,0.4,38.8,49.5
31045,1.7,4.2,1.8,0.4,5.1,85.5
31047,4.7,2.0,1.1,0.2,33.0,60.1
31049,0.1,1.8,0.3,0.0,5.9,91.6
31051,0.4,0.7,0.3,0.1,12.8,85.5
31053,0.8,1.2,0.7,0.4,12.1,84.9
31055,11.0,1.2,3.8,0.1,12.4,70.0
31057,0.4,1.2,0.2,0.3,9.0,88.3
31059,0.5,0.7,0.9,0.0,3.9,93.7
31061,0.2,0.4,0.2,0.0,2.4,95.9
31063,0.1,0.6,0.2,0.0,2.2,96.0
31065,0.4,0.7,0.3,0.1,4.2,93.6
31067,0.6,0.7,0.6,0.0,2.3,94.9
31069,0.3,1.4,0.0,0.2,5.5,91.7
31071,0.3,0.0,0.1,0.0,1.6,97.6
31073,0.7,0.4,0.4,0.0,5.4,91.8
31075,0.2,0.2,0.2,0.0,1.2,97.3
31077,0.9,0.1,0.2,0.0,2.0,96.0
31079,2.6,1.7,1.4,0.5,27.1,67.7
31081,0.3,0.3,0.3,0.0,3.6,94.7
31083,0.3,0.6,0.2,0.0,2.3,96.0
31085,0.3,0.2,0.4,0.1,3.8,94.9
31087,0.2,0.6,0.3,0.0,3.8,94.1
31089,0.3,0.8,0.6,0.1,4.8,93.3
31091,0.0,0.4,0.1,0.0,3.1,95.6
31093,0.4,0.5,0.4,0.1,2.5,95.6
31095,0.4,0.6,0.3,0.0,3.5,94.4
31097,6.0,1.4,1.5,0.0,10.4,80.3
31099,0.3,0.5,0.3,0.0,6.2,92.3
31101,0.6,0.9,0.6,0.0,6.8,90.2
31103,0.0,0.6,0.4,0.0,0.6,98.0
31105,0.3,2.0,1.0,0.2,8.7,86.5
31107,0.3,9.8,0.5,0.1,2.7,86.0
31109,3.8,0.9,4.5,0.1,6.8,81.9
31111,0.8,1.0,0.9,0.1,8.4,88.1
31113,0.4,1.2,0.4,0.0,1.6,95.3
31115,0.5,0.3,0.3,0.0,3.0,95.9
31117,0.4,0.0,0.0,0.0,2.4,95.5
31119,1.3,1.9,1.4,0.1,14.6,80.5
31121,0.4,0.9,1.1,0.1,4.2,92.5
31123,0.2,1.8,0.7,0.1,15.8,81.6
31125,0.4,0.5,0.1,0.0,2.2,96.2
31127,1.1,0.5,0.6,0.0,3.0,93.9
31129,0.1,0.4,0.5,0.0,3.0,95.1
31131,0.8,0.6,0.7,0.1,7.7,89.2
31133,0.6,0.2,0.3,0.0,1.8,95.4
31135,0.4,0.3,0.2,0.0,4.3,94.5
31137,0.4,0.7,0.4,0.0,5.6,92.4
31139,0.3,0.4,0.4,0.0,1.8,96.4
31141,0.6,1.3,1.0,0.2,18.3,79.1
31143,0.2,0.5,0.2,0.1,5.4,93.1
31145,1.0,0.8,0.5,0.0,5.0,91.9
31147,0.3,3.2,0.4,0.0,1.9,92.3
31149,0.1,0.9,0.4,0.0,1.4,96.9
31151,0.8,1.6,3.0,0.6,24.7,70.1
31153,4.0,0.7,2.5,0.1,9.0,81.5
31155,0.6,0.4,0.4,0.0,2.2,95.4
31157,0.8,3.2,0.9,0.1,23.6,72.4
31159,0.5,0.6,0.5,0.0,2.7,94.7
31161,0.4,11.0,0.4,0.2,4.9,81.4
31163,0.2,0.2,0.6,0.0,2.0,96.7
31165,0.2,1.7,0.2,0.0,4.5,92.6
31167,0.8,0.7,0.3,0.0,5.6,91.8
31169,0.4,0.3,0.5,0.0,2.7,94.9
31171,0.1,1.5,0.3,0.0,2.2,95.0
31173,0.5,58.4,0.3,0.0,5.3,36.4
31175,0.3,0.2,0.3,0.0,2.7,95.6
31177,0.7,0.3,0.4,0.1,3.0,94.5
31179,2.0,0.7,0.7,0.2,6.0,89.5
31181,0.4,0.2,0.2,0.4,4.8,92.2
31183,0.1,0.5,0.4,0.0,1.2,96.9
31185,1.6,0.8,0.9,0.1,5.2,90.6
32001,1.9,5.4,3.3,0.4,13.3,73.9
32003,11.1,1.2,10.3,0.8,30.9,43.6
32005,0.7,2.3,1.8,0.3,12.5,81.0
32007,1.1,6.3,1.2,0.3,24.6,66.7
32009,3.2,5.7,0.4,0.1,20.8,66.5
32011,0.6,3.3,0.9,0.1,13.7,80.2
32013,0.9,5.0,1.0,0.3,26.8,65.5
32015,0.8,5.3,1.3,0.1,23.6,69.2
32017,2.8,1.6,0.7,0.3,8.1,84.5
32019,1.0,3.3,1.6,0.3,16.7,75.5
32021,3.7,17.9,4.3,0.2,11.3,62.5
32023,2.9,2.0,1.8,0.5,14.5,76.7
32027,4.0,4.6,1.1,0.4,24.5,65.3
32029,1.6,2.0,2.0,0.4,7.9,84.9
32031,2.2,2.2,5.9,0.7,24.2,63.4
32033,4.8,4.9,1.2,0.1,15.9,71.8
32510,1.8,2.7,2.5,0.3,23.6,67.9
33001,0.6,0.3,1.1,0.0,1.7,95.1
33003,0.4,0.3,0.7,0.0,1.4,96.1
33005,0.6,0.3,1.4,0.0,1.8,94.4
33007,0.9,0.4,0.6,0.0,1.9,95.0
33009,1.0,0.4,3.5,0.0,2.3,91.1
33011,2.1,0.3,4.0,0.1,6.5,85.5
33013,1.3,0.3,2.1,0.0,2.0,93.1
33015,0.7,0.2,2.0,0.1,2.7,93.0
33017,1.1,0.3,3.4,0.0,2.3,91.3
33019,0.6,0.4,1.0,0.0,1.5,95.1
34001,14.6,0.7,8.5,0.1,18.8,56.3
34003,5.5,0.4,16.7,0.1,19.4,57.1
34005,16.6,0.3,5.2,0.1,7.9,67.9
34007,18.6,0.6,5.9,0.1,16.4,57.3
34009,4.3,0.3,1.1,0.1,7.6,85.3
34011,18.8,1.7,1.5,0.1,30.2,46.8
34013,39.0,0.7,5.6,0.1,22.7,31.3
34015,10.1,0.3,3.0,0.1,6.0,78.9
34017,10.9,1.2,15.9,0.2,43.2,28.9
34019,2.3,0.2,4.0,0.3,6.4,85.9
34021,19.7,0.6,11.1,0.2,17.1,50.3
34023,9.4,0.6,24.8,0.1,20.7,43.7
34025,7.0,0.3,5.6,0.1,10.8,75.2
34027,3.2,0.3,10.5,0.0,13.3,71.5
34029,3.0,0.3,2.0,0.0,9.1,84.7
34031,10.5,1.5,5.8,0.2,41.1,41.7
34033,13.4,0.6,1.0,0.0,8.4,75.0
34035,9.2,0.4,17.8,0.1,14.6,56.8
34037,2.0,0.2,2.0,0.0,7.8,86.8
34039,21.1,0.7,5.5,0.1,31.3,40.9
34041,4.3,0.2,3.1,0.1,8.8,82.4
35001,2.4,6.1,2.7,0.1,49.7,39.4
35003,0.7,3.4,0.2,0.0,18.6,75.5
35005,1.5,2.3,1.0,0.2,56.1,39.9
35006,0.9,43.2,0.6,0.1,38.2,19.4
35007,0.7,2.7,0.7,0.3,49.5,46.6
35009,5.4,2.0,1.8,0.3,41.4,48.8
35011,0.4,1.9,0.2,0.0,41.3,55.4
35013,1.4,2.4,1.3,0.2,68.0,27.8
35015,1.2,2.4,0.8,0.1,48.1,47.9
35017,0.8,2.3,1.0,0.2,50.2,46.1
35019,1.6,3.3,1.2,0.0,79.3,15.8
35021,0.3,2.1,0.0,0.0,44.5,54.6
35023,0.9,1.2,0.5,0.2,57.6,39.5
35025,3.6,1.8,0.7,0.1,57.5,36.7
35027,0.6,4.1,0.5,0.2,32.3,62.8
35028,0.8,1.5,6.0,0.1,17.9,72.6
35029,1.0,2.3,0.8,0.2,66.2,30.6
35031,0.5,79.5,1.0,0.1,13.6,8.4
35033,0.3,3.0,0.5,0.1,80.5,17.8
35035,3.4,7.9,1.5,0.3,37.8,49.4
35037,1.5,2.2,1.2,0.2,45.1,50.0
35039,0.4,19.7,0.6,0.2,70.8,12.7
35041,1.8,2.3,1.5,0.2,41.3,52.8
35043,1.9,14.3,1.6,0.2,38.1,44.2
35045,0.6,36.7,0.7,0.1,20.6,41.8
35047,1.6,3.2,1.3,0.2,77.9,17.7
35049,0.8,4.2,1.5,0.2,51.0,43.1
35051,0.6,2.9,0.5,0.1,30.0,65.7
35053,0.9,14.1,1.2,0.1,49.7,35.0
35055,0.5,7.6,1.1,0.1,56.7,35.5
35057,1.4,4.1,0.6,0.3,42.0,52.2
35059,1.9,3.3,0.6,0.0,41.8,53.0
35061,1.0,5.8,0.8,0.2,60.3,33.3
36001,12.6,0.3,6.5,0.1,5.8,72.6
36003,1.3,0.3,1.3,0.0,1.6,94.2
36005,29.6,2.9,4.4,0.4,56.0,9.2
36007,5.2,0.3,4.5,0.1,4.1,83.6
36009,1.4,3.4,0.8,0.0,2.0,90.8
36011,4.0,0.5,0.7,0.1,2.9,90.3
36013,2.1,0.7,0.7,0.1,7.5,87.6
36015,6.1,0.3,1.6,0.0,3.0,86.4
36017,0.8,0.4,0.6,0.0,2.1,94.9
36019,4.0,0.4,1.5,0.0,2.9,89.9
36021,4.6,0.3,1.9,0.1,4.6,86.8
36023,1.6,0.3,1.0,0.0,2.7,92.8
36025,1.6,0.3,1.1,0.0,3.8,92.2
36027,10.2,0.5,3.9,0.1,12.0,71.9
36029,13.1,0.7,3.6,0.0,5.3,75.8
36031,2.6,0.6,0.7,0.0,3.4,91.8
36033,5.5,7.6,0.5,0.0,3.4,82.0
36035,1.8,0.3,0.7,0.0,2.9,93.0
36037,2.8,1.1,0.7,0.0,3.2,90.6
36039,5.8,0.4,1.1,0.0,5.7,85.4
36041,0.9,0.3,0.6,0.1,1.5,95.3
36043,1.1,0.3,0.6,0.0,2.1,94.8
36045,6.0,0.6,1.6,0.3,7.2,82.1
36047,30.4,1.0,12.6,0.1,19.2,36.0
36049,0.8,0.4,0.4,0.1,1.7,95.9
36051,2.6,0.4,1.4,0.0,3.5,90.8
36053,1.7,0.7,0.8,0.0,2.1,93.4
36055,14.6,0.4,3.7,0.1,8.5,70.8
36057,1.9,0.6,0.8,0.2,13.3,82.3
36059,11.5,0.5,9.7,0.1,16.8,60.8
36061,12.5,1.2,12.8,0.2,26.0,46.9
36063,6.9,1.1,1.1,0.0,2.8,85.9
36065,6.0,0.3,4.2,0.1,5.5,82.3
36067,10.9,0.9,3.9,0.0,4.8,77.1
36069,2.2,0.4,1.3,0.0,4.5,90.3
36071,10.0,0.8,2.9,0.1,20.1,65.0
36073,6.1,0.8,0.6,0.0,4.8,86.2
36075,0.9,0.5,0.7,0.0,2.5,94.2
36077,1.9,0.2,1.4,0.1,3.6,91.5
36079,2.5,0.4,2.3,0.1,14.3,79.6
36081,17.9,1.3,26.7,0.2,28.0,25.3
36083,6.6,0.3,2.8,0.0,4.9,83.5
36085,9.7,0.6,8.8,0.1,18.4,61.8
36087,11.5,0.5,6.5,0.1,17.6,63.0
36089,2.3,1.0,1.2,0.1,2.3,92.0
36091,1.6,0.2,2.8,0.0,3.1,90.8
36093,10.2,0.7,4.8,0.2,6.9,74.3
36095,1.4,0.3,0.8,0.0,3.2,93.1
36097,0.9,0.3,0.7,0.0,1.8,95.1
36099,5.0,0.4,0.8,0.0,3.5,88.9
36101,1.5,0.3,1.6,0.0,1.7,93.7
36103,7.2,0.6,4.1,0.1,19.0,68.2
36105,8.1,0.7,1.6,0.1,15.7,72.5
36107,0.8,0.2,0.8,0.0,1.9,95.1
36109,3.9,0.4,10.9,0.1,5.0,77.2
36111,5.8,0.4,2.1,0.0,10.1,79.7
36113,1.1,0.3,0.9,0.0,2.4,94.1
36115,3.0,0.3,0.5,0.0,2.7,92.6
36117,2.8,0.4,0.7,0.0,4.3,90.1
36119,13.7,0.9,6.4,0.1,24.4,54.0
36121,5.5,0.4,0.5,0.0,3.3,89.6
36123,0.9,0.3,0.6,0.0,2.3,95.0
37001,19.3,1.4,1.6,0.1,12.6,64.6
37003,5.6,0.5,1.1,0.0,4.6,86.9
37005,1.5,0.6,0.7,0.0,9.6,87.0
37007,48.4,0.9,1.1,0.1,4.1,44.7
37009,0.7,0.3,0.6,0.0,5.3,92.3
37011,4.1,0.6,0.6,0.1,5.2,88.8
37013,24.4,1.0,0.5,0.1,7.8,65.9
37015,61.2,0.7,0.6,0.1,2.1,34.7
37017,33.6,3.0,0.3,0.0,7.7,54.8
37019,10.4,0.8,0.7,0.1,4.7,81.9
37021,6.2,0.5,1.3,0.2,6.4,83.8
37023,6.1,0.9,3.8,0.7,6.2,82.1
37025,17.0,0.7,3.6,0.1,10.1,67.2
37027,4.7,0.6,0.6,0.1,5.1,87.9
37029,11.9,0.5,2.4,0.1,3.1,80.0
37031,5.6,0.6,1.4,0.2,4.4,86.2
37033,32.3,0.7,0.5,0.0,3.8,61.3
37035,8.5,0.6,4.2,0.1,9.5,76.0
37037,12.1,1.2,1.9,0.1,11.9,72.3
37039,1.4,1.5,0.7,0.1,3.2,91.2
37041,33.5,0.5,1.5,0.2,3.8,59.7
37043,1.1,0.4,0.3,0.0,3.4,93.4
37045,20.6,0.4,1.1,0.0,3.5,73.2
37047,30.4,3.5,0.6,0.1,5.3,59.3
37049,21.2,0.6,2.9,0.2,7.1,65.9
37051,36.9,1.8,2.7,0.4,11.3,43.7
37053,5.7,0.7,0.7,0.1,3.8,87.4
37055,2.5,0.5,0.8,0.0,7.1,87.8
37057,9.3,0.8,1.5,0.1,7.0,80.5
37059,6.1,0.7,0.9,0.0,6.6,84.6
37061,24.6,1.4,0.7,0.4,21.9,51.7
37063,37.1,0.9,5.1,0.1,13.4,42.4
37065,57.6,0.7,0.3,0.2,4.3,36.4
37067,25.7,0.8,2.5,0.1,12.7,57.1
37069,25.6,1.0,0.6,0.1,8.1,63.7
37071,16.2,0.5,1.5,0.1,6.8,73.4
37073,31.9,0.6,0.3,0.1,2.0,63.0
37075,0.4,7.4,0.5,0.1,3.2,87.2
37077,31.5,0.8,0.7,0.1,7.8,58.2
37079,36.2,2.2,0.6,0.3,14.9,47.0
37081,33.7,0.8,4.9,0.1,7.9,51.2
37083,52.9,4.0,0.8,0.1,2.7,38.6
37085,20.7,1.7,1.3,0.2,12.4,61.9
37087,1.1,0.7,0.5,0.0,3.8,92.9
37089,3.2,0.7,1.2,0.2,9.9,83.8
37091,59.9,1.3,1.0,0.1,3.5,33.6
37093,32.9,9.2,1.5,0.4,13.2,40.4
37095,28.8,0.8,0.9,0.0,8.9,59.9
37097,11.7,0.6,2.6,0.1,7.5,76.3
37099,2.2,9.4,1.0,0.0,5.5,81.0
37101,15.4,0.9,0.8,0.1,13.3,68.6
37103,30.1,0.9,0.4,0.0,4.5,62.5
37105,19.4,1.3,1.3,0.2,18.6,58.8
37107,40.7,0.7,0.8,0.2,7.7,49.3
37109,5.4,0.4,0.7,0.0,7.2,85.1
37111,3.7,0.8,1.0,0.1,6.1,87.7
37113,1.4,0.8,0.8,0.0,6.8,89.5
37115,1.5,0.5,0.4,0.1,2.6,93.9
37117,42.2,0.4,0.6,0.2,3.8,52.1
37119,31.3,0.8,5.8,0.1,13.0,47.7
37121,0.4,0.9,0.6,0.2,5.2,92.5
37123,18.2,1.0,1.6,0.0,15.5,63.2
37125,12.3,1.0,1.5,0.2,6.4,77.3
37127,39.8,1.0,1.1,0.0,6.8,50.4
37129,13.7,0.6,1.6,0.1,5.4,77.2
37131,57.5,0.7,0.3,0.0,2.3,38.4
37133,14.8,0.9,2.2,0.3,12.2,66.6
37135,11.7,0.6,8.1,0.1,8.4,69.3
37137,19.0,0.7,0.6,0.2,3.7,74.7
37139,36.1,0.5,1.6,0.1,5.1,54.9
37141,15.5,0.9,0.6,0.1,6.9,74.9
37143,22.9,0.5,0.5,0.0,2.7,72.2
37145,26.6,0.8,0.5,0.0,4.2,66.6
37147,34.6,0.5,2.2,0.1,6.2,55.0
37149,4.3,0.6,0.6,0.0,5.7,87.9
37151,6.0,1.1,1.4,0.1,11.1,79.7
37153,31.1,3.0,1.0,0.1,6.3,57.3
37155,23.7,41.0,0.7,0.2,8.6,25.5
37157,18.5,0.6,0.6,0.1,6.2,72.6
37159,16.0,0.6,1.1,0.1,8.4,72.7
37161,9.6,0.5,0.6,0.1,4.2,83.5
37163,25.8,3.3,0.6,0.3,18.9,51.5
37165,38.7,11.8,0.9,0.1,2.9,43.9
37167,11.2,0.4,2.0,0.3,4.1,81.1
37169,4.1,0.5,0.3,0.0,2.9,91.3
37171,3.6,0.6,0.7,0.1,10.3,84.3
37173,1.1,29.2,0.6,0.0,4.9,62.3
37175,3.7,0.4,0.6,0.0,3.3,90.4
37177,36.5,0.9,2.3,0.0,8.3,50.8
37179,11.7,0.6,2.7,0.1,11.0,72.8
37181,50.5,0.8,0.5,0.1,7.5,40.2
37183,20.2,0.8,6.9,0.1,10.0,60.5
37185,50.8,5.6,0.4,0.0,3.9,38.1
37187,47.6,1.3,0.4,0.0,5.7,45.0
37189,1.7,0.3,1.2,0.0,3.4,92.1
37191,31.3,0.8,1.4,0.1,11.5,53.8
37193,4.2,0.4,0.6,0.1,6.2,87.6
37195,39.8,0.6,1.1,0.2,10.0,47.5
37197,3.1,0.7,0.4,0.1,11.0,84.3
37199,0.9,0.8,0.3,0.3,5.1,92.4
38001,0.7,0.8,1.8,0.0,1.8,93.2
38003,2.2,1.3,1.1,0.1,2.0,92.2
38005,0.4,55.2,0.3,0.0,3.0,40.9
38007,0.0,0.3,4.5,0.0,2.1,92.6
38009,0.8,3.0,0.5,0.0,2.8,90.9
38011,0.3,2.2,0.2,0.0,5.4,92.1
38013,0.5,1.5,0.7,0.0,2.6,93.2
38015,2.0,4.2,0.8,0.1,2.3,89.4
38017,5.1,1.4,3.2,0.1,2.7,86.1
38019,0.4,1.5,0.4,0.1,1.2,95.3
38021,0.8,1.0,0.5,0.0,3.8,92.8
38023,1.3,1.0,0.6,0.1,2.7,92.8
38025,0.9,9.6,1.5,0.0,4.9,81.9
38027,0.5,3.9,0.3,0.0,2.9,91.0
38029,0.5,0.9,0.4,0.0,0.9,96.1
38031,0.5,1.2,0.4,0.0,1.5,95.5
38033,0.5,1.2,0.4,0.4,2.9,93.6
38035,4.0,2.8,2.7,0.1,4.0,84.6
38037,0.2,1.6,0.3,0.0,1.3,94.9
38039,0.4,0.6,0.3,0.0,1.7,96.9
38041,0.6,3.1,0.3,0.2,2.4,91.7
38043,0.4,0.8,0.7,0.0,3.6,94.5
38045,0.3,0.5,0.2,0.0,1.4,96.9
38047,0.3,0.6,0.4,0.0,1.1,96.3
38049,0.4,1.2,0.3,0.0,2.6,94.5
38051,0.3,0.7,1.7,0.0,2.3,94.2
38053,1.3,11.9,1.0,0.0,7.8,77.3
38055,0.2,6.8,0.2,0.0,2.5,89.5
38057,0.5,2.4,0.5,0.1,2.8,92.7
38059,1.1,3.9,0.4,0.1,2.8,90.3
38061,0.8,28.4,0.3,0.0,7.2,62.4
38063,1.1,1.7,0.4,0.0,2.9,92.9
38065,0.5,2.7,0.3,0.0,2.2,93.2
38067,0.5,2.2,0.4,0.0,3.8,91.1
38069,0.6,4.7,0.1,0.0,1.5,92.1
38071,0.7,9.8,0.6,0.1,2.5,84.1
38073,0.6,0.9,0.6,0.0,1.9,94.8
38075,0.5,0.6,0.4,0.0,2.5,94.9
38077,1.0,2.9,0.7,0.1,2.7,91.5
38079,0.4,77.7,0.2,0.0,2.1,18.6
38081,1.1,1.2,1.3,0.1,3.2,92.2
38083,0.0,1.7,0.2,0.1,1.6,94.8
38085,0.4,82.1,0.1,0.0,4.1,13.0
38087,1.0,2.4,0.0,0.0,3.8,92.8
38089,2.8,1.5,1.5,0.0,5.9,87.1
38091,0.3,1.5,0.2,0.0,2.0,95.4
38093,1.3,1.9,0.8,0.1,2.5,92.2
38095,0.2,4.4,0.0,0.0,0.8,92.9
38097,0.7,1.3,0.6,0.0,3.4,92.2
38099,0.6,2.1,0.9,0.0,11.4,84.5
38101,4.4,2.4,1.4,0.2,6.1,83.4
38103,0.5,0.7,0.1,0.0,1.0,96.5
38105,4.3,3.8,1.1,0.1,6.8,81.4
39001,0.5,0.5,0.2,0.0,1.0,96.4
39003,12.3,0.3,0.9,0.0,3.0,81.0
39005,0.8,0.2,0.7,0.1,1.3,95.8
39007,3.5,0.3,0.4,0.0,4.1,89.7
39009,2.7,0.4,3.6,0.0,1.9,89.4
39011,0.5,0.2,0.6,0.1,1.5,96.0
39013,4.1,0.2,0.4,0.0,0.9,93.0
39015,0.9,0.3,0.3,0.0,0.9,96.6
39017,8.1,0.3,3.1,0.1,4.6,81.9
39019,0.6,0.3,0.4,0.0,1.3,96.3
39021,2.2,0.4,0.5,0.0,1.6,93.2
39023,8.7,0.3,0.7,0.1,3.3,84.3
39025,1.5,0.3,1.2,0.0,1.8,93.8
