FIPS,%_african_american,%_natamer_alaskan,%_asian,%_hawaii_pacisl,%_hisp,%_nonhisp_white
13247,52.5,0.6,1.9,0.1,10.3,33.3
13249,20.7,0.1,0.7,0.0,5.2,72.3
13251,41.1,0.4,0.6,0.0,2.1,54.9
13253,33.7,0.3,0.7,0.0,3.1,61.0
13255,33.3,0.5,1.0,0.1,4.6,59.3
13257,10.9,0.4,0.9,0.1,3.2,82.6
13259,43.6,0.6,2.0,0.0,27.8,25.6
13261,52.4,0.6,1.4,0.2,5.4,39.6
13263,55.2,0.5,0.3,0.0,2.6,40.4
13265,55.7,0.3,1.0,0.0,4.3,37.4
13267,28.7,0.7,0.6,0.2,11.1,58.4
13269,38.2,0.2,0.8,0.0,2.5,57.5
13271,34.8,0.4,0.7,0.1,14.3,49.2
13273,59.8,0.5,0.4,0.2,2.8,35.7
13275,36.3,0.6,1.0,0.1,3.7,57.5
13277,29.2,0.5,1.6,0.1,11.8,56.3
13279,25.3,0.8,0.9,0.2,11.5,60.7
13281,1.0,0.4,0.8,0.0,2.5,94.5
13283,32.0,0.3,0.3,0.0,2.5,63.9
13285,35.6,0.4,2.0,0.2,3.6,57.0
13287,38.7,0.5,0.8,0.2,4.6,54.5
13289,41.2,0.4,0.3,0.0,2.3,54.6
13291,0.7,0.5,0.7,0.0,3.1,94.0
13293,28.0,0.5,0.7,0.1,2.4,67.4
13295,4.3,0.3,0.6,0.1,2.1,91.2
13297,17.2,0.4,1.5,0.1,4.2,75.5
13299,29.4,0.5,1.0,0.1,4.0,63.7
13301,58.8,0.3,0.6,0.0,1.5,37.9
13303,52.8,0.2,0.7,0.0,2.3,43.3
13305,19.4,0.6,0.6,0.1,6.3,71.6
13307,41.9,0.4,0.5,0.0,3.9,52.1
13309,37.2,0.1,0.3,0.0,5.3,56.1
13311,1.9,0.6,0.5,0.1,3.2,92.3
13313,3.6,1.4,1.7,0.2,34.4,59.1
13315,34.2,0.3,0.7,0.0,4.7,58.9
13317,41.5,0.3,0.9,0.0,4.5,51.3
13319,38.6,0.5,0.6,0.0,2.6,56.6
13321,28.0,0.4,0.6,0.1,2.3,67.6
15001,0.6,0.6,21.6,13.0,12.6,30.2
15003,2.5,0.3,42.9,9.5,9.7,18.6
15005,0.0,0.0,8.0,50.0,1.1,25.0
15007,0.6,0.5,31.4,9.1,11.0,29.6
15009,0.7,0.6,28.9,11.0,11.1,30.5
16001,1.1,0.8,2.7,0.2,8.1,85.1
16003,0.2,1.3,0.5,0.1,3.5,92.6
16005,0.8,3.7,1.3,0.3,8.4,84.5
16007,0.3,0.9,0.7,0.0,4.2,93.5
16009,0.3,8.6,0.3,0.1,3.3,84.9
16011,0.3,7.5,0.9,0.2,17.8,74.0
16013,0.2,1.7,1.0,0.1,21.7,75.9
16015,0.4,1.3,0.6,0.7,4.1,91.3
16017,0.2,0.8,0.6,0.1,2.9,93.5
16019,0.6,1.3,1.0,0.2,12.8,83.5
16021,0.5,2.1,0.7,0.1,5.0,90.2
16023,0.4,1.0,0.4,0.2,5.0,91.3
16025,0.3,1.5,0.5,0.1,7.8,86.4
16027,0.6,1.7,1.0,0.3,25.0,70.8
16029,0.1,0.8,0.4,0.2,5.5,92.0
16031,0.2,1.6,0.8,0.2,27.4,69.9
16033,0.6,2.8,1.0,0.2,43.1,53.0
16035,0.6,2.3,0.7,0.2,4.3,90.4
16037,0.3,0.8,0.4,0.1,4.4,92.2
16039,3.0,1.7,3.4,0.4,16.4,73.3
16041,0.3,0.9,0.2,0.1,6.8,91.1
16043,0.3,1.1,0.3,0.1,12.3,85.3
16045,0.2,1.1,1.2,0.2,8.4,87.7
16047,0.2,2.0,0.8,0.3,29.3,67.7
16049,0.5,3.1,0.6,0.1,3.3,91.1
16051,0.2,1.4,0.5,0.1,10.6,86.8
16053,0.3,2.3,0.5,0.2,34.3,63.4
16055,0.4,1.4,1.0,0.1,4.4,90.8
16057,1.0,0.8,2.3,0.2,4.3,89.3
16059,0.3,1.1,0.5,0.0,3.1,93.4
16061,0.5,6.6,0.5,0.3,4.4,85.1
16063,0.4,1.6,0.5,0.2,30.1,67.2
16065,0.6,0.5,1.2,0.3,7.4,88.8
16067,0.3,2.3,0.6,0.0,34.8,62.5
16069,0.5,6.0,0.9,0.1,3.8,87.1
16071,0.3,0.6,0.6,0.1,4.4,93.4
16073,0.3,4.6,0.7,0.2,26.7,67.9
16075,0.3,1.8,1.0,0.1,17.5,78.2
16077,0.4,3.5,0.5,0.2,34.3,61.1
16079,0.3,1.8,0.7,0.2,3.5,91.6
16081,0.2,0.9,0.5,0.2,17.0,81.2
16083,0.6,1.3,1.5,0.2,15.9,79.9
16085,0.2,1.1,0.5,0.1,4.7,92.5
16087,0.2,1.5,1.1,0.2,17.5,78.8
17001,3.8,0.2,0.8,0.0,1.5,92.0
17003,33.1,0.5,0.2,0.2,2.0,62.1
17005,6.4,0.7,0.7,0.0,3.7,87.5
17007,2.2,0.7,1.3,0.1,21.2,73.8
17009,19.0,1.2,0.3,0.0,6.3,73.6
17011,0.7,0.4,0.9,0.0,9.0,88.1
17013,0.4,0.2,0.2,0.0,1.1,97.5
17015,1.0,0.4,0.6,0.0,3.6,93.3
17017,3.7,0.6,0.6,0.1,18.4,76.4
17019,12.7,0.4,10.7,0.1,5.8,68.1
17021,1.6,0.2,0.7,0.0,1.5,95.1
17023,0.5,0.2,0.4,0.0,1.5,96.6
17025,0.4,0.3,0.8,0.0,1.3,96.2
17027,3.5,0.4,0.6,0.1,3.1,91.5
17029,4.0,0.3,1.0,0.1,2.5,90.9
17031,23.4,0.8,7.4,0.1,25.3,42.4
17033,4.8,0.3,0.7,0.0,2.3,91.0
17035,0.4,0.2,0.8,0.0,1.1,96.6
17037,7.3,0.4,2.8,0.1,11.1,77.1
17039,0.8,0.3,0.4,0.0,2.6,94.7
17041,0.5,0.3,0.8,0.0,7.4,90.1
17043,4.9,0.4,11.8,0.1,14.3,67.4
17045,0.5,0.2,0.3,0.0,1.2,96.9
17047,0.6,0.3,0.4,0.0,1.3,96.6
17049,0.4,0.3,0.7,0.0,1.9,96.1
17051,5.0,0.3,0.3,0.0,1.7,91.7
17053,0.9,0.3,0.4,0.0,3.2,94.1
17055,0.5,0.4,0.4,0.0,1.5,96.0
17057,3.7,0.7,0.3,0.0,2.8,92.0
17059,0.8,0.3,0.1,0.0,1.7,95.5
17061,1.2,0.3,0.2,0.0,1.2,96.5
17063,1.4,0.3,0.8,0.0,9.7,86.9
17065,0.7,0.4,0.3,0.0,1.7,96.2
17067,0.5,0.3,0.3,0.1,1.4,96.4
17069,1.9,0.8,0.5,0.1,2.0,93.5
17071,0.2,0.3,0.3,0.1,1.6,96.4
17073,1.7,0.3,0.5,0.0,5.7,90.7
17075,1.0,0.3,0.6,0.0,6.7,90.3
17077,14.4,0.6,3.8,0.1,4.2,74.5
17079,0.2,0.2,0.3,0.0,1.5,97.1
17081,8.7,0.3,1.3,0.0,2.5,85.6
17083,0.7,0.4,0.7,0.0,1.4,95.8
17085,0.6,0.3,0.5,0.1,3.0,94.8
17087,9.4,0.3,0.2,0.0,3.4,85.8
17089,5.3,1.0,4.2,0.1,31.8,57.4
17091,14.9,0.4,1.1,0.0,10.4,71.9
17093,6.8,0.5,3.1,0.1,18.0,70.5
17095,7.5,0.4,1.1,0.0,5.6,83.4
17097,6.9,0.9,7.7,0.1,21.5,62.3
17099,2.6,0.4,0.9,0.0,9.5,85.8
17101,10.0,0.4,0.4,0.0,3.8,84.5
17103,5.2,0.3,0.8,0.0,5.9,86.7
17105,4.5,0.3,0.8,0.0,4.5,88.8
17107,8.1,0.4,0.9,0.0,3.4,86.3
17109,5.4,0.3,2.1,0.0,2.7,88.1
17111,1.4,0.5,2.9,0.1,12.9,81.5
17113,7.5,0.3,5.5,0.1,4.8,79.9
17115,17.1,0.3,1.2,0.0,2.2,76.6
17117,0.9,0.3,0.4,0.0,1.2,96.2
17119,8.4,0.3,1.0,0.1,3.2,85.3
17121,4.1,0.3,0.7,0.0,2.0,91.3
17123,0.6,0.3,0.5,0.1,3.1,94.9
17125,0.5,0.4,0.4,0.0,1.1,96.4
17127,5.6,0.5,0.6,0.0,2.9,88.4
17129,0.9,0.3,0.3,0.0,1.5,95.8
17131,0.6,0.2,0.4,0.0,2.3,95.6
17133,0.3,0.2,0.6,0.0,1.5,96.6
17135,3.5,0.2,0.5,0.0,1.8,93.3
17137,6.1,0.4,0.6,0.0,2.4,89.1
17139,0.4,0.2,0.3,0.0,1.2,97.1
17141,1.0,0.4,0.6,0.1,10.0,87.1
17143,18.1,0.4,4.1,0.1,4.7,70.3
17145,8.4,0.4,0.6,0.1,3.0,86.3
17147,0.5,0.2,0.5,0.0,1.4,96.5
17149,1.8,0.2,0.3,0.1,1.3,95.5
17151,6.6,0.7,0.4,0.0,2.0,88.9
17153,30.8,0.6,0.3,0.1,2.3,63.6
17155,0.7,0.2,0.3,0.0,5.5,92.4
17157,10.6,0.3,0.5,0.1,3.2,84.5
17159,0.6,0.3,0.9,0.0,1.7,95.4
17161,9.8,0.6,2.5,0.0,12.7,72.5
17163,30.1,0.3,1.4,0.1,4.0,62.1
17165,3.9,0.5,0.6,0.1,1.8,91.5
17167,12.6,0.3,2.0,0.0,2.2,80.8
17169,3.4,0.2,0.3,0.0,2.0,93.7
17171,0.4,0.3,0.2,0.0,1.2,97.0
17173,0.3,0.2,0.4,0.0,1.0,97.2
17175,0.6,0.2,0.4,0.0,1.4,96.0
17177,9.7,0.3,0.7,0.0,3.8,83.1
17179,1.2,0.3,0.8,0.0,2.3,94.2
17181,1.1,0.6,0.6,0.0,5.1,91.5
17183,13.3,0.4,0.9,0.0,5.0,78.5
17185,0.7,0.2,1.1,0.0,2.1,94.7
17187,2.4,0.5,2.1,0.2,9.5,84.2
17189,0.8,0.2,0.5,0.0,1.3,96.1
17191,0.5,0.3,0.6,0.0,1.6,96.1
17193,0.5,0.4,0.3,0.0,1.5,96.5
17195,1.5,0.5,0.5,0.0,11.9,84.8
17197,11.4,0.4,5.7,0.0,17.0,64.3
17199,4.5,0.4,1.1,0.0,2.6,89.9
17201,12.5,0.5,2.8,0.1,12.5,69.8
17203,0.6,0.3,0.7,0.0,1.8,95.5
18001,0.4,0.4,0.3,0.0,4.5,93.8
18003,11.6,0.5,4.0,0.1,7.3,74.3
18005,2.1,0.5,6.7,0.1,6.5,83.0
18007,0.7,0.2,0.3,0.0,5.4,92.3
18009,0.6,0.2,0.6,0.0,1.6,95.4
18011,1.7,0.3,2.5,0.0,2.8,91.3
18013,0.5,0.5,0.4,0.0,1.7,95.7
18015,0.6,0.4,0.1,0.0,4.0,94.2
18017,1.5,1.1,1.8,0.2,15.0,80.4
18019,7.4,0.5,1.1,0.1,5.3,83.7
18021,0.6,0.3,0.3,0.0,1.4,96.4
18023,0.6,0.5,0.3,0.0,15.4,82.8
18025,0.4,0.4,0.2,0.1,1.4,96.3
18027,1.6,0.4,0.6,0.1,4.8,92.0
18029,0.6,0.2,0.5,0.1,1.3,96.4
18031,0.4,0.2,1.3,0.0,2.0,95.2
18033,0.4,0.3,0.5,0.1,2.8,95.1
18035,7.0,0.3,1.3,0.1,2.3,87.1
18037,0.5,0.3,0.7,0.1,7.3,90.9
18039,5.8,0.6,1.2,0.1,15.5,75.5
18041,1.5,0.2,0.4,0.0,1.0,95.7
18043,5.3,0.3,1.2,0.0,3.1,88.1
18045,0.4,0.4,0.3,0.1,2.5,95.3
18047,0.3,0.3,0.7,0.0,1.0,97.0
18049,0.7,0.9,0.6,0.0,5.2,92.0
18051,2.1,0.3,0.5,0.0,1.5,94.1
18053,7.1,0.4,0.9,0.0,4.2,85.2
18055,0.3,0.4,0.4,0.0,1.3,96.8
18057,4.0,0.2,6.0,0.1,3.9,84.2
18059,2.5,0.3,0.9,0.0,2.3,92.9
18061,0.5,0.3,0.5,0.0,1.8,95.8
18063,6.4,0.3,2.7,0.1,3.8,85.4
18065,2.6,0.2,0.4,0.0,1.6,94.0
18067,7.1,0.4,1.2,0.0,3.3,85.6
18069,0.7,0.5,0.6,0.0,2.2,95.0
18071,1.0,0.4,2.2,0.2,6.4,89.1
18073,0.7,0.3,0.5,0.0,6.1,91.5
18075,0.5,0.2,0.5,0.0,3.0,94.9
18077,1.9,0.3,0.9,0.0,2.6,93.0
18079,0.8,0.2,0.2,0.0,2.3,95.4
18081,2.0,0.3,2.8,0.1,3.5,90.0
18083,3.1,0.3,0.9,0.0,1.9,92.6
18085,1.0,0.4,1.3,0.1,7.9,88.5
18087,0.4,0.3,0.5,0.0,4.0,94.1
18089,23.8,0.5,1.6,0.1,18.7,54.4
18091,11.1,0.4,0.6,0.0,6.5,79.6
18093,0.4,0.4,0.8,0.0,1.6,95.7
18095,8.3,0.4,0.6,0.1,4.0,85.1
18097,27.8,0.5,3.1,0.1,10.2,56.3
18099,0.6,0.4,0.7,0.1,9.7,87.8
18101,0.4,0.3,0.4,0.0,1.0,96.9
18103,4.8,0.9,0.5,0.0,3.1,89.0
18105,3.4,0.3,6.9,0.1,3.4,83.8
18107,0.9,0.4,0.7,0.0,4.7,92.3
18109,0.5,0.3,0.5,0.0,1.5,96.2
18111,0.7,0.5,0.4,0.1,6.3,91.3
18113,0.5,0.4,0.5,0.1,10.3,87.4
18115,0.7,0.2,0.3,0.0,1.3,96.6
18117,1.2,0.4,0.4,0.0,1.6,95.4
18119,0.4,0.4,0.5,0.0,1.2,96.4
18121,2.4,0.4,0.2,0.0,1.5,94.7
18123,2.5,0.4,0.4,0.0,1.4,94.5
18125,0.6,0.3,0.3,0.0,1.4,96.5
18127,3.6,0.3,1.5,0.0,9.8,83.7
18129,0.9,0.2,0.6,0.0,1.2,95.9
18131,0.8,0.5,0.3,0.0,2.9,94.6
18133,3.6,0.4,1.1,0.0,1.8,92.1
18135,0.6,0.4,0.3,0.0,3.2,94.4
18137,0.4,0.3,0.9,0.0,1.9,95.6
18139,0.9,0.3,0.3,0.0,1.6,95.9
18141,12.9,0.5,2.4,0.1,8.6,73.3
18143,0.4,0.3,0.6,0.1,2.1,95.8
18145,1.1,0.3,0.8,0.1,4.2,92.7
18147,0.7,0.3,0.3,0.0,2.8,95.0
18149,0.4,0.5,0.3,0.0,3.6,94.5
18151,0.7,0.4,0.8,0.0,3.6,93.7
18153,4.5,0.3,0.3,0.0,1.7,92.2
18155,0.6,0.3,0.4,0.0,2.2,95.7
18157,5.0,0.4,8.2,0.1,8.2,76.5
18159,0.5,0.3,0.5,0.0,2.8,95.1
18161,0.7,0.3,0.4,0.0,1.7,95.8
18163,9.4,0.3,1.4,0.1,2.6,84.0
18165,0.3,0.3,0.3,0.1,1.2,96.8
18167,7.0,0.4,2.0,0.0,2.6,85.8
18169,0.7,0.8,0.5,0.0,2.6,94.6
18171,0.3,0.2,0.6,0.1,1.5,96.4
18173,1.5,0.3,2.5,0.0,1.8,92.6
18175,0.5,0.2,0.3,0.0,1.3,96.8
18177,4.9,0.4,0.8,0.1,2.8,88.6
18179,0.6,0.3,0.7,0.0,2.9,94.6
18181,0.5,0.6,0.5,0.0,7.9,89.6
18183,0.4,0.4,0.4,0.0,1.9,95.8
19001,0.4,0.3,0.5,0.0,1.7,96.4
19003,0.2,0.5,0.7,0.0,1.5,96.5
19005,1.6,0.6,0.5,0.3,6.0,91.0
19007,0.6,0.3,0.6,0.1,1.8,95.5
19009,0.3,0.2,0.5,0.0,1.3,96.9
19011,0.5,0.2,0.3,0.0,1.5,96.5
19013,9.0,0.3,2.2,0.3,4.3,82.0
19015,1.2,0.4,0.5,0.0,2.6,94.4
19017,1.0,0.1,1.0,0.0,1.6,95.4
19019,0.5,0.2,0.5,0.0,1.4,96.5
19021,2.9,0.6,8.8,1.5,25.2,60.8
19023,0.3,0.2,0.7,0.0,1.3,96.6
19025,2.0,0.4,0.3,0.0,2.1,94.5
19027,1.0,0.3,0.5,0.0,2.3,95.2
19029,0.3,0.5,0.3,0.4,2.5,95.5
19031,0.5,0.2,0.6,0.1,1.9,95.7
19033,1.5,0.3,1.1,0.1,4.7,90.9
19035,0.8,0.4,0.5,0.2,3.5,93.8
19037,0.6,0.1,0.3,0.0,2.1,96.3
19039,0.9,0.9,0.6,0.1,13.5,83.8
19041,0.7,0.3,0.8,0.0,3.6,93.6
19043,0.7,0.2,0.3,0.1,1.8,96.3
19045,3.0,0.3,0.5,0.0,3.1,91.4
19047,2.9,1.3,2.2,0.3,27.6,66.7
19049,1.9,0.4,4.7,0.1,6.0,86.0
19051,0.1,0.3,0.3,0.0,1.4,97.0
19053,1.9,0.5,0.8,0.2,2.7,92.8
19055,0.7,0.1,0.3,0.0,1.4,96.8
19057,5.6,0.3,0.9,0.0,3.2,87.8
19059,0.4,0.2,0.7,0.0,1.9,96.1
19061,3.1,0.3,1.3,0.4,2.3,91.3
19063,0.8,1.6,0.5,0.1,9.4,87.8
19065,1.2,0.2,1.0,0.1,2.3,94.1
19067,2.2,0.3,1.5,0.1,2.7,92.4
19069,0.5,0.6,0.6,0.2,12.9,85.0
19071,0.5,0.3,0.3,0.1,2.6,95.2
19073,0.4,0.4,0.5,0.1,2.7,94.9
19075,0.4,0.1,0.3,0.1,1.3,97.0
19077,0.4,0.4,0.3,0.1,2.6,95.2
19079,0.8,0.5,2.3,0.0,6.0,89.4
19081,0.6,0.3,0.5,0.1,4.1,93.7
19083,1.4,0.4,0.8,0.1,4.2,92.2
19085,0.4,0.3,0.3,0.0,1.7,96.3
19087,2.3,0.4,2.5,0.1,4.7,88.6
19089,0.5,0.2,0.3,0.1,1.6,96.7
19091,0.5,0.2,0.4,0.0,3.8,94.3
19093,0.4,0.3,0.5,0.0,2.4,95.6
19095,0.6,0.3,0.5,0.0,2.7,95.4
19097,0.7,0.3,0.3,0.6,1.3,95.7
19099,1.9,0.4,0.6,0.1,2.1,94.0
19101,1.9,0.3,12.7,0.0,2.9,80.9
19103,6.5,0.3,6.6,0.0,5.5,79.2
19105,2.4,0.3,0.6,0.0,1.9,94.1
19107,0.6,0.2,0.2,0.0,1.6,96.6
19109,0.9,0.4,0.6,0.0,2.5,94.9
19111,2.9,0.3,0.6,0.0,3.5,91.0
19113,5.0,0.3,2.4,0.1,3.2,86.8
19115,0.9,0.5,3.6,0.1,15.8,78.5
19117,0.3,0.3,0.3,0.0,1.7,96.7
19119,0.2,0.4,0.3,0.1,2.6,95.8
19121,0.5,0.4,0.5,0.0,1.9,95.8
19123,1.6,0.4,1.1,0.0,2.1,93.9
19125,0.8,0.2,1.5,0.0,1.9,94.6
19127,1.9,0.9,3.5,0.2,21.1,71.9
19129,0.6,0.6,0.4,0.1,3.0,94.3
19131,0.7,0.3,0.5,0.0,1.4,96.5
19133,0.4,1.3,0.3,0.1,1.8,95.0
19135,1.1,0.2,0.5,0.0,2.8,94.4
19137,0.5,0.5,0.4,0.0,3.6,94.2
19139,2.1,0.7,1.2,0.1,17.5,77.7
19141,0.7,0.3,1.0,0.0,4.7,92.7
19143,0.4,0.4,0.9,0.1,7.6,89.9
19145,2.5,0.7,1.1,0.0,3.1,91.3
19147,1.2,0.5,0.9,0.1,2.5,94.0
19149,0.7,0.6,0.7,0.2,4.7,92.4
19151,0.9,0.5,0.3,0.2,4.1,92.9
19153,6.6,0.4,4.7,0.1,8.2,78.3
19155,1.5,0.7,0.8,0.1,7.5,88.1
19157,1.5,0.4,1.9,0.1,3.3,91.6
19159,0.6,0.2,0.5,0.1,2.5,95.5
19161,0.3,0.2,0.4,0.1,2.9,95.4
19163,7.2,0.4,2.8,0.1,6.6,80.5
19165,0.5,0.5,0.4,0.1,3.7,94.0
19167,0.5,0.5,1.0,0.1,10.5,87.2
19169,2.7,0.3,8.2,0.0,3.3,83.9
19171,0.6,8.3,0.5,0.2,9.0,81.6
19173,0.4,0.3,0.4,0.1,7.6,90.6
19175,0.9,0.3,0.7,0.0,3.1,94.3
19177,0.3,0.3,0.6,0.0,1.5,96.5
19179,3.4,0.9,1.0,0.3,10.7,83.1
19181,0.8,0.3,0.6,0.3,2.6,94.4
19183,0.9,0.3,0.5,0.1,5.9,91.4
19185,0.4,0.2,0.5,0.0,1.6,96.2
19187,4.4,0.5,1.3,0.0,4.5,87.8
19189,1.3,0.3,1.0,0.0,4.3,92.1
19191,0.7,0.1,1.2,0.0,2.2,95.2
19193,3.2,2.7,2.9,0.2,16.0,74.1
19195,0.8,0.3,0.6,0.0,2.8,94.6
19197,0.7,0.5,0.4,0.2,11.3,86.3
20001,2.1,0.8,0.7,0.0,3.4,90.5
20003,0.5,0.7,0.6,0.0,1.8,95.2
20005,5.0,0.6,0.6,0.0,3.0,88.3
20007,0.8,1.1,0.5,0.0,4.0,92.3
20009,1.4,0.9,0.3,0.1,14.7,81.6
20011,3.0,1.0,1.0,0.0,2.5,90.3
20013,1.3,9.5,0.5,0.1,4.1,83.4
20015,1.9,1.0,1.3,0.1,4.7,89.2
20017,1.2,1.0,0.3,0.0,4.6,91.2
20019,0.8,5.6,0.1,0.1,4.2,85.0
20021,0.8,4.1,0.5,0.4,2.4,88.3
20023,0.3,0.3,1.7,0.0,6.8,90.4
20025,0.2,1.4,1.8,0.1,10.8,83.4
20027,0.5,0.6,0.5,0.1,2.2,94.7
20029,0.8,0.6,1.2,0.0,3.0,93.0
20031,0.8,0.9,1.0,0.0,2.6,93.3
20033,0.3,0.8,0.5,0.1,6.4,90.9
20035,2.8,2.3,1.8,0.4,10.7,79.9
20037,2.3,1.1,1.8,0.3,5.3,87.1
20039,0.6,0.4,0.3,0.0,2.3,95.1
20041,1.0,0.8,0.7,0.1,4.5,91.0
20043,3.4,1.4,0.7,0.0,2.9,89.7
20045,4.3,2.7,4.9,0.1,6.1,78.9
20047,0.4,1.7,0.3,0.0,20.4,76.9
20049,0.1,1.8,0.5,0.1,4.4,90.3
20051,1.0,0.4,1.7,0.1,5.6,90.1
20053,5.3,0.8,0.6,0.0,6.3,86.0
20055,2.5,1.4,4.6,0.1,49.5,42.1
20057,2.4,1.6,1.5,0.3,53.9,40.9
20059,1.2,0.9,0.5,0.0,4.1,91.3
20061,17.3,1.3,3.5,0.8,16.3,56.6
20063,0.4,0.2,0.4,0.0,2.7,95.3
20065,3.4,0.8,0.9,0.0,3.4,89.1
20067,0.4,2.3,0.5,0.0,46.7,51.0
20069,0.6,0.5,0.4,0.0,15.3,82.5
20071,0.2,0.8,0.3,0.0,18.0,80.2
20073,0.5,1.5,0.4,0.0,3.9,92.0
20075,0.5,1.9,0.3,0.2,33.9,63.1
20077,0.5,1.5,0.5,0.2,6.0,90.4
20079,1.7,0.9,0.9,0.0,11.6,83.2
20081,0.4,1.4,1.4,0.1,30.2,66.6
20083,1.1,0.7,0.7,0.0,7.8,88.8
20085,0.7,8.5,0.5,0.0,4.3,84.4
20087,0.6,0.9,0.2,0.0,2.7,93.8
20089,0.3,0.7,0.4,0.0,2.3,95.7
20091,4.7,0.4,4.9,0.0,7.5,80.4
20093,0.7,1.7,0.5,0.1,31.5,64.7
20095,0.3,0.8,0.5,0.0,3.4,93.8
20097,1.0,1.0,1.2,0.0,6.1,89.1
20099,4.1,2.3,0.5,0.1,4.4,85.4
20101,1.0,1.4,0.2,0.1,7.6,88.1
20103,9.1,0.9,1.4,0.2,6.9,79.0
20105,0.6,0.8,0.4,0.0,3.0,94.4
20107,0.8,0.8,0.4,0.0,2.6,93.4
20109,0.7,0.6,1.7,0.0,5.8,89.8
20111,2.2,1.4,2.8,0.1,21.1,71.0
20113,1.0,0.6,1.0,0.1,4.0,91.8
20115,1.0,0.9,0.5,0.1,3.5,92.8
20117,0.4,0.5,0.5,0.1,2.4,94.8
20119,1.0,1.1,0.5,0.0,16.9,79.5
20121,1.2,0.8,0.4,0.1,3.1,92.9
20123,0.2,0.4,0.7,0.1,2.6,95.1
20125,5.3,3.5,0.8,0.1,6.3,79.8
20127,0.6,0.7,0.5,0.0,4.7,91.9
20129,1.0,1.7,1.7,0.2,23.5,71.7
20131,0.6,0.6,0.3,0.1,1.7,95.6
20133,1.2,1.5,0.7,0.0,5.4,90.1
20135,0.7,1.2,0.2,0.0,9.0,88.6
20137,3.1,0.4,0.7,0.0,5.0,89.5
20139,0.6,0.8,0.6,0.0,3.3,93.0
20141,0.3,0.7,1.1,0.0,1.9,95.2
20143,1.1,0.6,0.2,0.0,2.7,94.2
20145,5.2,0.9,0.5,0.1,7.8,84.0
20147,0.4,0.6,0.9,0.0,3.6,93.5
20149,1.3,1.0,1.0,0.1,5.3,89.8
20151,1.3,1.0,0.6,0.0,7.0,88.8
20153,0.5,0.5,0.5,0.0,6.5,90.9
20155,3.1,0.9,0.6,0.0,9.2,84.5
20157,0.5,0.3,0.5,0.1,1.7,95.9
20159,1.4,1.1,0.8,0.1,11.7,83.6
20161,6.4,0.7,5.0,0.2,7.8,77.1
20163,0.7,0.5,0.8,0.1,2.6,94.0
20165,0.4,1.0,0.4,0.0,3.6,93.8
20167,1.1,1.4,0.8,0.0,3.5,92.2
20169,3.3,0.8,2.4,0.1,11.0,80.3
20171,0.6,1.2,0.9,0.1,17.6,79.3
20173,8.8,1.4,4.5,0.1,14.4,68.4
20175,3.9,1.6,3.0,0.2,60.8,30.6
20177,7.9,1.4,1.5,0.1,12.0,74.3
20179,0.4,0.5,0.2,0.1,4.7,93.5
20181,0.8,0.6,0.4,0.1,11.7,85.1
20183,0.3,0.4,0.3,0.1,2.2,94.9
20185,0.3,2.2,0.5,0.0,13.7,83.3
20187,0.8,2.3,0.1,0.2,36.9,59.5
20189,0.6,2.0,0.4,0.1,35.9,61.3
20191,1.1,1.3,0.5,0.0,5.4,89.8
20193,0.8,0.9,0.9,0.1,5.4,91.1
20195,0.6,0.4,0.7,0.1,1.9,95.1
20197,0.7,0.9,0.3,0.0,3.6,92.7
20199,0.4,0.6,0.1,0.0,7.7,90.2
20201,0.6,0.5,0.7,0.0,3.5,94.0
20203,0.9,1.0,0.2,0.0,29.4,68.5
20205,0.6,1.4,0.6,0.1,3.1,91.8
20207,0.4,1.4,0.2,0.0,3.1,93.0
20209,22.6,1.3,4.6,0.3,28.3,41.6
21001,2.9,0.3,0.4,0.1,1.8,93.4
21003,1.0,0.3,0.3,0.0,1.9,95.4
21005,2.0,0.2,0.6,0.0,1.6,94.1
21007,3.3,0.3,0.4,0.0,1.3,92.8
21009,4.0,0.4,0.8,0.1,3.1,90.6
21011,1.3,0.2,0.2,0.1,1.8,95.2
21013,2.4,0.2,0.4,0.1,1.0,94.4
21015,3.2,0.2,2.7,0.1,4.2,88.1
21017,5.8,0.4,0.4,0.0,6.6,85.3
21019,2.7,0.4,0.6,0.0,1.7,93.2
21021,7.7,0.3,1.0,0.0,3.3,85.9
21023,0.5,0.3,0.1,0.0,1.7,96.2
21025,0.5,0.1,0.6,0.1,0.9,96.9
21027,2.0,0.5,0.3,0.0,1.2,94.7
21029,1.1,0.3,0.6,0.1,1.9,94.8
21031,0.4,0.5,0.3,0.0,3.5,94.7
21033,5.7,0.3,0.3,0.0,1.7,90.7
21035,4.0,0.3,2.1,0.1,2.7,89.5
21037,2.9,0.2,1.1,0.0,1.9,92.4
21039,1.3,0.6,0.3,0.0,2.3,94.2
21041,1.6,0.3,0.7,0.0,6.7,89.1
21043,0.6,0.3,0.2,0.0,1.2,96.8
21045,0.6,0.4,0.4,0.1,2.8,95.0
21047,21.1,0.7,1.9,0.4,7.6,65.9
21049,4.7,0.2,0.5,0.0,3.0,90.2
21051,4.0,0.2,0.2,0.1,2.0,92.7
21053,0.5,0.2,0.3,0.4,2.8,95.1
21055,0.9,0.4,0.2,0.1,1.0,96.4
21057,2.8,0.2,0.2,0.0,1.3,93.9
21059,4.8,0.1,1.4,0.1,2.9,88.9
21061,1.8,0.4,0.3,0.0,1.1,95.3
